"name","synonym"
"Tudo Tudo Tudo","Tudo Tudo Tudo"
"Jail","Jail"
"Wishing","Wishing"
"Love Song","Love Song"
"Bahama Mama","Bahama Mama"
"Man Gave Names to All the Animals","Man Gave Names to All the Animals"
"Crush","Crush"
"Ela Partiu","Ela Partiu"
"Crucify","Crucify"
"Dirty Livin'","Dirty Livin'"
"Balancê","Balancê"
"Aviãozinho","Aviãozinho"
"Under The Palm Trees","Under The Palm Trees"
"Highwayman","Highwayman"
"No Ordinary Morning","No Ordinary Morning"
"How Lucky","How Lucky"
"Fragile Dreams","Fragile Dreams"
"The King Has Lost His Crown","The King Has Lost His Crown"
"All Day Sucker","All Day Sucker"
"Starrider","Starrider"
"Plaster Caster","Plaster Caster"
"Little Queen","Little Queen"
"Sunflower","Sunflower"
"Blue Motel Room","Blue Motel Room"
"Mission (A World Record)","Mission (A World Record)"
"Coleção","Coleção"
"Happy Hawaii","Happy Hawaii"
"Bliss","Bliss"
"The Twilight Zone","The Twilight Zone"
"China Girl","China Girl"
"Portrait (He Knew)","Portrait (He Knew)"
"Fever","Fever"
"Joey","Joey"
"Draw The Line","Draw The Line"
"Notícia","Notícia"
"The Sky Is Broken","The Sky Is Broken"
"Near You Always","Near You Always"
"Here Comes The Flood","Here Comes The Flood"
"Tonight","Tonight"
"Another You","Another You"
"Birmingham Blues","Birmingham Blues"
"Small Hours","Small Hours"
"Memories","Memories"
"Dust My Broom","Dust My Broom"
"I Want to Know What Love Is","I Want to Know What Love Is"
"In The Navy","In The Navy"
"The Ruler's Back","The Ruler's Back"
"You See Me Crying","You See Me Crying"
"To All The Girls","To All The Girls"
"Omaha Stylee","Omaha Stylee"
"Born In The 50's","Born In The 50's"
"Desabafo e Desafio","Desabafo e Desafio"
"Factory","Factory"
"Sixteenth Century Greensleeves","Sixteenth Century Greensleeves"
"Gatinha Manhosa","Gatinha Manhosa"
"Like A Child","Like A Child"
"Patricia The Stripper","Patricia The Stripper"
"Solace of You","Solace of You"
"A Spaceman Came Travelling","A Spaceman Came Travelling"
"Money Honey","Money Honey"
"Twilight of the Gods","Twilight of the Gods"
"Outdoor Miner","Outdoor Miner"
"A Banda do Zé Pretinho","A Banda do Zé Pretinho"
"Street Hassle","Street Hassle"
"Adam's Apple","Adam's Apple"
"Aquarela Brasileira","Aquarela Brasileira"
"Romeo Had Juliette","Romeo Had Juliette"
"Meiguice descarada","Meiguice descarada"
"Kinda I Want To","Kinda I Want To"
"I Wanna Be Me","I Wanna Be Me"
"In France They Kiss on Main Street","In France They Kiss on Main Street"
"Mind Playin' Tricks 94","Mind Playin' Tricks 94"
"My Baby Just Cares For Me","My Baby Just Cares For Me"
"Ghost Train","Ghost Train"
"Tudo Mudar","Tudo Mudar"
"Batatinha Bem Quentinha","Batatinha Bem Quentinha"
"Tennessee Waltz","Tennessee Waltz"
"The Decline","The Decline"
"All I Really Want","All I Really Want"
"Sugar Daddy","Sugar Daddy"
"Mal de Mim","Mal de Mim"
"Eclipse Oculto","Eclipse Oculto"
"Earth A.D.","Earth A.D."
"Toma La Luna","Toma La Luna"
"Walk Away","Walk Away"
"No More Sorry","No More Sorry"
"Rhythm of Love","Rhythm of Love"
"Proteção","Proteção"
"Tell Me","Tell Me"
"Starlight","Starlight"
"Nothin' For Nothin'","Nothin' For Nothin'"
"La Movida","La Movida"
"Your Embrace","Your Embrace"
"I Get A Kick Out Of You","I Get A Kick Out Of You"
"Damn Your Eyes","Damn Your Eyes"
"Gotham City","Gotham City"
"She Goes On","She Goes On"
"Buhay","Buhay"
"Angel","Angel"
"Love Is Waiting","Love Is Waiting"
"1,000 Eyes","1,000 Eyes"
"Everybody Gets A Second Chance","Everybody Gets A Second Chance"
"Here I Am To Worship","Here I Am To Worship"
"Feed Me With Your Kiss","Feed Me With Your Kiss"
"Sixteen","Sixteen"
"Carnavália","Carnavália"
"Aí Sim","Aí Sim"
"Living Hell","Living Hell"
"Mondlicht","Mondlicht"
"My Heart Has A History","My Heart Has A History"
"O Viajante","O Viajante"
"Desilusão","Desilusão"
"Wild Child","Wild Child"
"Swords And Knives","Swords And Knives"
"Tragic Kingdom","Tragic Kingdom"
"Hole In Your Soul","Hole In Your Soul"
"Volver","Volver"
"Country Pie","Country Pie"
"Heartless","Heartless"
"Al Despertar","Al Despertar"
"Fábula","Fábula"
"Land Of Confusion","Land Of Confusion"
"Housequake","Housequake"
"Punch And Judy","Punch And Judy"
"Peggy Day","Peggy Day"
"Contigo","Contigo"
"Don't Let It Show","Don't Let It Show"
"Love Sick","Love Sick"
"Manuela","Manuela"
"Rocket Ride","Rocket Ride"
"Congratulations","Congratulations"
"Enamorada","Enamorada"
"Casa","Casa"
"You Always Walk Alone","You Always Walk Alone"
"Let's Talk About Me","Let's Talk About Me"
"Break It Up","Break It Up"
"Mano A Mano","Mano A Mano"
"Winning It All","Winning It All"
"One Way","One Way"
"A Perigo","A Perigo"
"Meus Passos","Meus Passos"
"Impossível de Esquecer","Impossível de Esquecer"
"These Foolish Things (Remind Me Of You)","These Foolish Things (Remind Me Of You)"
"Derroche","Derroche"
"The Big L.","The Big L."
"Sole Survivor","Sole Survivor"
"Graveyard Train","Graveyard Train"
"Perfume de Gardenia","Perfume de Gardenia"
"I Need Your Love","I Need Your Love"
"When She Begins","When She Begins"
"Reckless Life","Reckless Life"
"1969","1969"
"Só","Só"
"As Good As You've Been to This World","As Good As You've Been to This World"
"You Got Gold","You Got Gold"
"Gutter Ballet","Gutter Ballet"
"So Close","So Close"
"Rattlesnake Shake","Rattlesnake Shake"
"Tonite","Tonite"
"Recompensa","Recompensa"
"Indiscipline","Indiscipline"
"A Falta","A Falta"
"El Destino","El Destino"
"Thursday's Child","Thursday's Child"
"Strange Town","Strange Town"
"Smoke","Smoke"
"Secret Love","Secret Love"
"Absolutely Sweet Marie","Absolutely Sweet Marie"
"La Sagrada Familia","La Sagrada Familia"
"Quiet Town","Quiet Town"
"Flora","Flora"
"These Are The Days Of Our Lives","These Are The Days Of Our Lives"
"Things Will Go My Way","Things Will Go My Way"
"Hot Dusty Roads","Hot Dusty Roads"
"Forever","Forever"
"Where Life Begins","Where Life Begins"
"We All Sleep Alone","We All Sleep Alone"
"She's Not Cryin' Anymore","She's Not Cryin' Anymore"
"Anesthesia","Anesthesia"
"I'm So Glad","I'm So Glad"
"21st Century Man","21st Century Man"
"Night Life","Night Life"
"Last Year's Man","Last Year's Man"
"Can't Happen Here","Can't Happen Here"
"Matte Kudasai","Matte Kudasai"
"Aquele Abraço","Aquele Abraço"
"Another Heart Breaks","Another Heart Breaks"
"Old Flame","Old Flame"
"The Skull Beneath the Skin","The Skull Beneath the Skin"
"Celebrate Youth","Celebrate Youth"
"Condição","Condição"
"Back In Our Minds","Back In Our Minds"
"The Oath","The Oath"
"Remember Me","Remember Me"
"I Let The Music Speak","I Let The Music Speak"
"Light My Fire","Light My Fire"
"Just The Smile","Just The Smile"
"I'm Her Daddy","I'm Her Daddy"
"Here I Am","Here I Am"
"Can't Find My Way Home","Can't Find My Way Home"
"Preciso de Você","Preciso de Você"
"Prologue","Prologue"
"Pledging My Time","Pledging My Time"
"Don't Cry","Don't Cry"
"Black Winter Day","Black Winter Day"
"F.I.N.E.","F.I.N.E."
"Don't Mind","Don't Mind"
"Negro Céu","Negro Céu"
"Eu Apenas Queria Que Você Soubesse","Eu Apenas Queria Que Você Soubesse"
"Applied Science","Applied Science"
"Spell of Destruction","Spell of Destruction"
"Isso é Calypso","Isso é Calypso"
"St. Teresa","St. Teresa"
"I Didn't Want To Need You","I Didn't Want To Need You"
"Song for the Dumped","Song for the Dumped"
"Christiansands","Christiansands"
"Humana","Humana"
"Det Som En Gang Var","Det Som En Gang Var"
"Every Single Day","Every Single Day"
"Here I Am","Here I Am"
"We Shall Overcome","We Shall Overcome"
"Oh, Lonesome Me","Oh, Lonesome Me"
"Willy","Willy"
"Virtual Insanity","Virtual Insanity"
"Don't Believe Her","Don't Believe Her"
"For Tomorrow","For Tomorrow"
"And When He Falleth","And When He Falleth"
"Spiritual Healing","Spiritual Healing"
"Long Cold Winter","Long Cold Winter"
"Kindergarten","Kindergarten"
"If I Was Your Mother","If I Was Your Mother"
"Marrakech","Marrakech"
"If I Didn't Know Better","If I Didn't Know Better"
"Superfly Sister","Superfly Sister"
"Amen","Amen"
"Switch On!","Switch On!"
"Sit! Stay! Wait! Down!","Sit! Stay! Wait! Down!"
"Please Stay With Me","Please Stay With Me"
"I Wish For You","I Wish For You"
"Reach Out I'll Be There","Reach Out I'll Be There"
"Quando Deus Se Cala","Quando Deus Se Cala"
"Knockin' On Heaven's Door","Knockin' On Heaven's Door"
"Like Suicide","Like Suicide"
"Any Love","Any Love"
"Horse Latitudes","Horse Latitudes"
"Not Enough","Not Enough"
"Deixa Disso","Deixa Disso"
"The Gnome","The Gnome"
"Circumstances","Circumstances"
"Youth Of Eglington","Youth Of Eglington"
"I Will Remember You","I Will Remember You"
"In My Life","In My Life"
"Brilha La Luna","Brilha La Luna"
"Old King","Old King"
"How About That","How About That"
"Heaven Sent","Heaven Sent"
"Come In From The Cold","Come In From The Cold"
"Queen of the Slipstream","Queen of the Slipstream"
"I'll Never Stop","I'll Never Stop"
"Wouldn't It Be Nice","Wouldn't It Be Nice"
"Don't Fight It, Feel It","Don't Fight It, Feel It"
"Big Yellow Taxi","Big Yellow Taxi"
"Nada de Pensar Em Despedida","Nada de Pensar Em Despedida"
"Brothers Gonna Work It Out","Brothers Gonna Work It Out"
"In The End","In The End"
"Perfect People","Perfect People"
"Some Seek Stardom","Some Seek Stardom"
"Two Faces","Two Faces"
"Pick Myself Up","Pick Myself Up"
"Estrelas","Estrelas"
"Zombie Stomp","Zombie Stomp"
"Where Will You Go","Where Will You Go"
"The Promise Of A New Day","The Promise Of A New Day"
"Vietnam","Vietnam"
"Serenata","Serenata"
"Lost At Birth","Lost At Birth"
"At the Library","At the Library"
"A Carne","A Carne"
"Take This Waltz","Take This Waltz"
"Heartbreaker","Heartbreaker"
"Brown Eyed Girl","Brown Eyed Girl"
"Let It All Be Music","Let It All Be Music"
"Minstrel Gigolo","Minstrel Gigolo"
"Icon","Icon"
"Forever Yours","Forever Yours"
"Half a Mile Away","Half a Mile Away"
"Killing Me Softly","Killing Me Softly"
"Nihilism","Nihilism"
"Ramshackle","Ramshackle"
"Leave Me Out","Leave Me Out"
"Burning","Burning"
"Coffee Mug","Coffee Mug"
"For You","For You"
"Someday","Someday"
"A Strange Day","A Strange Day"
"Overnight Sensation","Overnight Sensation"
"Day Is Done","Day Is Done"
"Thirteen","Thirteen"
"Believe","Believe"
"Estácio, Holly Estácio","Estácio, Holly Estácio"
"Nada Será Como Antes","Nada Será Como Antes"
"Slow Night, So Long","Slow Night, So Long"
"Street Thing","Street Thing"
"Jumpin' Jack Flash","Jumpin' Jack Flash"
"Nightporter","Nightporter"
"War","War"
"I Don't Need Her","I Don't Need Her"
"Vamos Brincar","Vamos Brincar"
"Dreamer","Dreamer"
"Soldier Boy","Soldier Boy"
"Revenge","Revenge"
"Navigate The Seas Of The Sun","Navigate The Seas Of The Sun"
"The Cold Hard Truth","The Cold Hard Truth"
"We Are But Falling Leaves","We Are But Falling Leaves"
"Behind The Sun","Behind The Sun"
"A Vingança","A Vingança"
"Tolerância","Tolerância"
"Death Comes Ripping","Death Comes Ripping"
"Route 66","Route 66"
"Sludgefeast","Sludgefeast"
"The Devil's Right Hand","The Devil's Right Hand"
"Born To Be Wild","Born To Be Wild"
"Mamãe Oxum","Mamãe Oxum"
"Merchandise","Merchandise"
"Happiness In Slavery","Happiness In Slavery"
"Second Chapter","Second Chapter"
"Mary's Joint","Mary's Joint"
"Mammy Blue","Mammy Blue"
"More Than Meets The Eye","More Than Meets The Eye"
"Thunder Underground","Thunder Underground"
"Além da Medicina","Além da Medicina"
"If I Don't Have You","If I Don't Have You"
"Woman's Gotta Have It","Woman's Gotta Have It"
"Mutual Slump","Mutual Slump"
"Summer's Gone","Summer's Gone"
"Por Causa de Você","Por Causa de Você"
"Girl U Want","Girl U Want"
"Eu Vacilei","Eu Vacilei"
"Do It","Do It"
"Let's Lynch the Landlord","Let's Lynch the Landlord"
"Guia-me Sempre","Guia-me Sempre"
"Analista","Analista"
"Old Before I Die","Old Before I Die"
"All In Your Mind","All In Your Mind"
"Body Language","Body Language"
"Anything","Anything"
"Nossa Paradinha","Nossa Paradinha"
"The Riddler","The Riddler"
"Philosophy","Philosophy"
"Dança do Macaco","Dança do Macaco"
"For The Cool In You","For The Cool In You"
"Fiction","Fiction"
"I've Been Thinking About You","I've Been Thinking About You"
"E20 Norr","E20 Norr"
"Shadow Of Your Love","Shadow Of Your Love"
"Uma Noite E Meia","Uma Noite E Meia"
"Coming Home","Coming Home"
"Success","Success"
"The Rolling People","The Rolling People"
"Back Door Man","Back Door Man"
"Bonita","Bonita"
"The Thoughts Of Mary Jane","The Thoughts Of Mary Jane"
"Spoonful","Spoonful"
"Siren","Siren"
"Can't Lose What You Never Had","Can't Lose What You Never Had"
"Pastime Paradise","Pastime Paradise"
"Flying","Flying"
"Gente","Gente"
"Ye Entrancemperium","Ye Entrancemperium"
"Every Breath You Take","Every Breath You Take"
"Ela Não Está Aqui","Ela Não Está Aqui"
"Perfídia","Perfídia"
"It's Late","It's Late"
"My Baby Left Me","My Baby Left Me"
"The Bells of Rhymney","The Bells of Rhymney"
"Blue Angel","Blue Angel"
"You're My Baby","You're My Baby"
"Moonlight Swim","Moonlight Swim"
"Subcity","Subcity"
"Skulls","Skulls"
"Only Love","Only Love"
"Cry For Love","Cry For Love"
"Six Days","Six Days"
"Open All Night","Open All Night"
"Question Authority","Question Authority"
"Blood Bitch","Blood Bitch"
"The Right Profile","The Right Profile"
"Rasta Poue","Rasta Poue"
"White Heat","White Heat"
"Contact","Contact"
"Todo Som","Todo Som"
"The Small Hours","The Small Hours"
"Round And Round","Round And Round"
"Outlaw Blues","Outlaw Blues"
"Looking Back","Looking Back"
"Home","Home"
"David Watts","David Watts"
"The Eagle Will Rise Again","The Eagle Will Rise Again"
"Be My Girl - Sally","Be My Girl - Sally"
"Hyena","Hyena"
"Catching The Butterfly","Catching The Butterfly"
"Tell Me","Tell Me"
"Random I Am","Random I Am"
"The Butterfly Collector","The Butterfly Collector"
"Digital Man","Digital Man"
"In Too Deep","In Too Deep"
"Deus Imenso","Deus Imenso"
"Porque É Que Vens","Porque É Que Vens"
"One In A Million","One In A Million"
"One Day","One Day"
"Cursum Perficio","Cursum Perficio"
"Broken Heroes","Broken Heroes"
"L.A. County","L.A. County"
"Black Steel In The Hour Of Chaos","Black Steel In The Hour Of Chaos"
"Coolidge","Coolidge"
"Depois da Guerra","Depois da Guerra"
"Self Portrait","Self Portrait"
"Walkin' The Dog","Walkin' The Dog"
"Memories Fade","Memories Fade"
"Elected","Elected"
"Hello Hooray","Hello Hooray"
"Pai Véio 171","Pai Véio 171"
"Movin' Out","Movin' Out"
"Living In The Material World","Living In The Material World"
"Irish Heartbeat","Irish Heartbeat"
"Wormboy","Wormboy"
"Afer Ventus","Afer Ventus"
"Different Strings","Different Strings"
"Intermission","Intermission"
"Please Don't Bury Me","Please Don't Bury Me"
"Book Of Saturday","Book Of Saturday"
"Evacuee","Evacuee"
"No Place That Far","No Place That Far"
"Loneliness Knows Me By Name","Loneliness Knows Me By Name"
"Cashing In","Cashing In"
"Someday Soon","Someday Soon"
"Mega Medley","Mega Medley"
"Steeler","Steeler"
"Hush-A-Bye Hard Times","Hush-A-Bye Hard Times"
"The Lung","The Lung"
"Gypsy","Gypsy"
"O Que Me Importa","O Que Me Importa"
"Amy","Amy"
"Survival","Survival"
"Scratch","Scratch"
"Telegram Sam","Telegram Sam"
"Something That Turns You On","Something That Turns You On"
"Face To Face","Face To Face"
"Ready Teddy","Ready Teddy"
"Fever","Fever"
"Bad Girl","Bad Girl"
"Make Me Smile","Make Me Smile"
"Embraceable You","Embraceable You"
"Soul Of The Sea","Soul Of The Sea"
"No Money Down","No Money Down"
"Take My Hand, Precious Lord","Take My Hand, Precious Lord"
"Overdue","Overdue"
"The Price You Pay","The Price You Pay"
"Close Enough to Perfect","Close Enough to Perfect"
"Blue Letter","Blue Letter"
"Snake Eyes","Snake Eyes"
"Ramrod","Ramrod"
"She","She"
"Loving You","Loving You"
"You Can Look (But You Better Not Touch)","You Can Look (But You Better Not Touch)"
"Stay As Sweet As You Are","Stay As Sweet As You Are"
"Witch Hunt","Witch Hunt"
"Crash Course In Brain Surgery","Crash Course In Brain Surgery"
"Show Me","Show Me"
"Edison's Medicine","Edison's Medicine"
"A Kiss To Build A Dream On","A Kiss To Build A Dream On"
"Jealousy","Jealousy"
"Extra","Extra"
"Too Much Love Will Kill You","Too Much Love Will Kill You"
"Only Love Is Real","Only Love Is Real"
"Come Together","Come Together"
"Oh Yeah!","Oh Yeah!"
"Minha Sogra Parece Sapatão","Minha Sogra Parece Sapatão"
"Samba de Verão","Samba de Verão"
"Something For Nothing","Something For Nothing"
"Peito Vazio","Peito Vazio"
"Izzy Izzy Ahh","Izzy Izzy Ahh"
"Hurt","Hurt"
"Baby Baby","Baby Baby"
"I Want To Be Free","I Want To Be Free"
"Please Love Me","Please Love Me"
"Naomi","Naomi"
"Hotter Than Hell","Hotter Than Hell"
"Heartbreak Road","Heartbreak Road"
"Firehouse","Firehouse"
"My Back Pages","My Back Pages"
"Boogie Street","Boogie Street"
"Sereia","Sereia"
"Dessa vez","Dessa vez"
"M","M"
"I'll Never Stop Loving You","I'll Never Stop Loving You"
"You Better Run","You Better Run"
"Ain't She Sweet","Ain't She Sweet"
"Big Mistake","Big Mistake"
"Lady, Sweet Lady","Lady, Sweet Lady"
"The Rage","The Rage"
"Lifeline","Lifeline"
"Sempre Assim","Sempre Assim"
"Anjo","Anjo"
"Pea","Pea"
"Pra Terminar","Pra Terminar"
"Rhythm (Devoted to the Art of Moving Butts)","Rhythm (Devoted to the Art of Moving Butts)"
"Tomorrow Never Dies","Tomorrow Never Dies"
"Turnover","Turnover"
"Garbage Man","Garbage Man"
"The Concept","The Concept"
"Remember a Day","Remember a Day"
"Too Sentimental","Too Sentimental"
"Amazing","Amazing"
"Politician","Politician"
"Be My Guest","Be My Guest"
"I Never Loved You Anyway","I Never Loved You Anyway"
"Hollywood Babylon","Hollywood Babylon"
"Procissão","Procissão"
"Trauma","Trauma"
"Tell Me","Tell Me"
"Caxambu","Caxambu"
"Good Morning Sunshine","Good Morning Sunshine"
"Sexperienced","Sexperienced"
"Kracked","Kracked"
"Out To Get You","Out To Get You"
"Don't Say Goodbye","Don't Say Goodbye"
"Overdose de Cocada","Overdose de Cocada"
"Human Being","Human Being"
"Groovin'","Groovin'"
"Lip Up Fatty","Lip Up Fatty"
"Honey, Just Allow Me One More Chance","Honey, Just Allow Me One More Chance"
"Dream","Dream"
"Morning Train","Morning Train"
"Segue o Seco","Segue o Seco"
"Drifting","Drifting"
"Canción a Dios","Canción a Dios"
"Depois","Depois"
